v_name,rating,sentiment,authenticity,video_path,audio_path,text,offensive,offensiveness level,engagement_level,engagement_one_hot
v_7186501560741006635.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7186501560741006635.mp4,./tiktok_data/audio_conv/v_7186501560741006635.npy," I want your love and I want your revenge I want your love, I don't wanna be friends","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7186795653593550126.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7186795653593550126.mp4,./tiktok_data/audio_conv/v_7186795653593550126.npy," Let me lick you so get wet, baby. Ha ha. Don't stop. Get on top.","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7186903697396354305.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7186903697396354305.mp4,./tiktok_data/audio_conv/v_7186903697396354305.npy," To me personally, I have just found out that Bad Bunny and Bad Barbie are not in fact the same person. Every time someone mentioned Bad Bunny, who I now know is a Puerto Rican male rapper, I have been picturing the girl, the Cash Me Outside girl from Dr. Phil, the Ranga girl, and I just really thought that she was on a real upward trajectory, like she was doing really well for herself, her rap career was going off, but turns out, it's a completely different rapper. Yeah.","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7187086722214251819.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7187086722214251819.mp4,./tiktok_data/audio_conv/v_7187086722214251819.npy," Estos labiales simplemente son impresionantes, vean ese, es azul, ella se lo pasa y le queda un color rosa, hermoso y lo mejor de todo es que no se transigue, es waterproof, o sea, es mágico. Yo compré Amazon este set y me... Y los tenemos por aquí, estos son los tres tonos que venían en el pack, que yo compré estos dos, ya los probamos, nos queda este rosé. Trigas a ver qué color va a quedar este, siendo tan suave el color, vamos a probar de una vez. Por cierto, amo el labial que estoy probando hoy, es este nuevo de Revlon, vean qué lindo queda. Voy a limpiar mi labio, así. Repoco un poquito, le va a ser las orillas. Vamos. Este huele bien rico como chicle, bueno, casi todos, dan el color. Creo que de este no vamos a quitar ningún exceso porque en realidad el color está super bonito, vean, super sutil.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7187174847368285486.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7187174847368285486.mp4,./tiktok_data/audio_conv/v_7187174847368285486.npy," Have a girl? I don't see a ring on your finger Well that's interesting, have you ever thought of dating a singer?","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7187384072098843947.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7187384072098843947.mp4,./tiktok_data/audio_conv/v_7187384072098843947.npy, Outro Music,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7187427630486932779.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7187427630486932779.mp4,./tiktok_data/audio_conv/v_7187427630486932779.npy," Oh girl, I'll take you back to the book And your love is all I need I'ma take you back to the book And all the things I do And all the things I do Girl, you need to know That your love is all I need And you gon' make that","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7187618106771115307.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7187618106771115307.mp4,./tiktok_data/audio_conv/v_7187618106771115307.npy, seven months of breastfeeding did to my baby.,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7187821145159175467.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7187821145159175467.mp4,./tiktok_data/audio_conv/v_7187821145159175467.npy, Outro Music,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7187904766436003074.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7187904766436003074.mp4,./tiktok_data/audio_conv/v_7187904766436003074.npy, I'm scared that I'll miss you Happens every time I don't want this feeling I can't afford love I try to find reason To pull us apart It ain't working Cause you're perfect And I know that you're worth it I can't walk away Even though we're going through,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7187962516453018926.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7187962516453018926.mp4,./tiktok_data/audio_conv/v_7187962516453018926.npy," I should never delete y'all TikToks. And let me tell you why. One day I posted a TikTok and it had like 10 views in an hour. So I was kind of mad about that, but I went to sleep and I woke back up. And guess how many views I had? 11. That could be you, okay?","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7187970085309467946.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7187970085309467946.mp4,./tiktok_data/audio_conv/v_7187970085309467946.npy," I'm carrying your love with me. Let's begin this down to Tennessee. I'll be moving with a good heart, please. Carrying your love with me. I'm putting my dreams on hold. Every minute that I have to be gone. I'll have the retreat I've had for me.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7188168634265619758.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7188168634265619758.mp4,./tiktok_data/audio_conv/v_7188168634265619758.npy, Sweet dreams are made of this. Who am I to disagree? I travel the world and the seven seas. Everybody's looking for something. Some of them want to use you.,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7188194546927521070.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7188194546927521070.mp4,./tiktok_data/audio_conv/v_7188194546927521070.npy," 3, 2, 1, let's go! De-De-De-De-De-De-De-Place! I got the sub-bass To make the place shake I got the sub-bass To make the place blow I got the sub-bass To make the place shake I got the sub-bass","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7188250191705771306.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7188250191705771306.mp4,./tiktok_data/audio_conv/v_7188250191705771306.npy, of mine cause I'm in a field of dandelions wishing on everyone that you would be mine,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7188545590064647467.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7188545590064647467.mp4,./tiktok_data/audio_conv/v_7188545590064647467.npy, 20,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7188568425491451179.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7188568425491451179.mp4,./tiktok_data/audio_conv/v_7188568425491451179.npy," Shorty got whopped like Freddy Brad wouldn't I love to get ready Then I'm on by Mr. Everything Daddy And shout to the I know he lookin' like Freddy Bitch, I be geekin', I told him the what Shorty a thotty, she don't give a fuck She be tweakin', she shakin' her butt And that boy use a cheater the way that he run He dumb, he a pot Bitch on my body, she told him I'm cunt You run, don't stop You feelin' how you get sent to the sun He tried to diss him, we made him delete it 41 and we stole him to feed it Kid on the scene makin' hotter than Phoenix Back to Jackson, she want me to beat it She a patty and Shorty conceder I'm on by Mr. Everything Daddy","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7188590699829366058.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7188590699829366058.mp4,./tiktok_data/audio_conv/v_7188590699829366058.npy," You guys, I just tried this mascara. I used up my old one. I wanted to do something new, so I got the Hydra Beam Sheer Brightening Under-Eye Concealer from C'est and I had to catch it on camera because look, this is with it, without.","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7188615791217036587.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7188615791217036587.mp4,./tiktok_data/audio_conv/v_7188615791217036587.npy," Black woman YouTube follow train, let's go. If you're a black woman and you have a YouTube channel and you need the support of your people, put your YouTube channel handle in the comment section of this video. I'm gonna go follow your channel.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7189058858613001518.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7189058858613001518.mp4,./tiktok_data/audio_conv/v_7189058858613001518.npy," Yeah, yeah, uh-huh, uh-huh, uh-huh Whatever she say, uh-huh, uh-huh, uh-huh In the back of that ass, runnin' with that, uh-huh","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7189585736860126510.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7189585736860126510.mp4,./tiktok_data/audio_conv/v_7189585736860126510.npy," Why was he holding her hand when he's supposed to be mine? It's my party and I'm crying for one, two, crying for one, two.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
v_7189788323840429358.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7189788323840429358.mp4,./tiktok_data/audio_conv/v_7189788323840429358.npy," You know why? Because I put quality in what I do. I spend time and I spend energy and I spend effort and I spend everything I have, every fiber of my being to give people quality.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7190059337098759470.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7190059337098759470.mp4,./tiktok_data/audio_conv/v_7190059337098759470.npy," Do you have a girl? I don't see a ring on your finger Well that's interesting, have you ever thought of dating a singer? The flames are getting higher, so's my desire It's kind of exciting, don't you think?","[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7190161691710262574.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7190161691710262574.mp4,./tiktok_data/audio_conv/v_7190161691710262574.npy," small Amazon haul. I will link both of these items in my storefront and the link will be in the comments. First, I got this super cute blanket and I plan to put it on my bed. And then I also got this super cute Hermes inspired necklace. Here's the little H. It's so cute and I can't wait to wear it. Follow for more hauls.","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7190163935574887726.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7190163935574887726.mp4,./tiktok_data/audio_conv/v_7190163935574887726.npy," So for a limited time, we have mixed matcha by their chili dogs or corn dogs. For $7.95, you get five of them. All right, let me get that. All right guys, here's your order. First time experience, your limited time, $5.75. Let's go. That's actually pretty good. This is their cucumber lemonade. We got the corn dog ketchup on there. Boy! Moment of truth. This even has a crunch to it. That's actually pretty satisfying. This is my favorite part right here. Yeah. With today's inflation, that's a win for Winners Snitzel.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7190332837898407214.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7190332837898407214.mp4,./tiktok_data/audio_conv/v_7190332837898407214.npy," I was totally over scrolling today and ended up feeling super insecure, getting in my head, doing so much comparison. So I just want to say if you are doing that, you're doing a little too much scrolling, not feeling too good, put the phone down, go breathe or go outside.","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7190379563237707054.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7190379563237707054.mp4,./tiktok_data/audio_conv/v_7190379563237707054.npy," Hey TikTok, hi! Coming at you guys with a braces update. So I've had my braces for one week now. I think I'm slowly seeing some baby progress, but that might be wishful thinking. And so far it's been a great reminder to me that the process of anything in life is always painful. Like, I want straight teeth, that process is going to be painful. And the hardest thing so far about having adult braces is that I feel like I'm hungry all the time. Because you have to brush and floss and do so much teeth cleaning after every time you eat, I only want to eat my three meals a day. And this is coming from a snacker. So eating only three meals a day, I feel like I'm just hungry all the time. And so far that's my biggest struggle and the pain. The first couple days the pain is pretty bad. But otherwise, two years of pain for 90 years of amazing teeth!","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7190835348614729003.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7190835348614729003.mp4,./tiktok_data/audio_conv/v_7190835348614729003.npy,ご視聴ありがとうございました,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7191123496456506670.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7191123496456506670.mp4,./tiktok_data/audio_conv/v_7191123496456506670.npy," It's time for spring cleaning and I am so excited because I recently discovered that Aerie partners with Give Back Box, which allows you to donate your gently used clothes, shoes, and accessories just by filling up a box, printing a free shipping label, and sending it in the mail. Then the donations are sorted and given to local charities. Clean out your closet for spring and help someone in need.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7191545198051069226.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7191545198051069226.mp4,./tiktok_data/audio_conv/v_7191545198051069226.npy," ¿Alguna vez habías visto un rubor color azul? ¿O qué me dices de uno en color amarillo? Así como lo escuchaste, rubores que no son de los colores tradicionales uno azul y uno amarillo, vamos a probarlos ya mismo a ver cómo quedan. Y es parte de la nueva colección de Shiglam, así que en esta parte vamos a probar los rubores. Según los tutoriales que mire, se utilizan los tres juntos, primero el azul como en esta zona y se fijan como que ilumina, voy a pasar ahora con este tono amarillo, ¿qué tal? y estos nuevos productos que les pare. Se ve como un aranjita ¿verdad? Vean. Finalizamos con el típico rosadito rojo y este es el resultado, vean como aquí se ve como iluminado y rosadito y aquí como llama simple más definido aquí, ¿qué les parecieron estos nuevos productos? ¿los usarían?","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7191545526490270978.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7191545526490270978.mp4,./tiktok_data/audio_conv/v_7191545526490270978.npy, Life lessons from a five-year-old. Just think about something else that you really wanted to go to and you did it. And then that's what's going to pop out of your mind.,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7191580954102680878.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7191580954102680878.mp4,./tiktok_data/audio_conv/v_7191580954102680878.npy, Outro Music,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7191854987519986987.mp4,3,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",./tiktok_data/video/v_7191854987519986987.mp4,./tiktok_data/audio_conv/v_7191854987519986987.npy, The Dr. wouldn't raise a,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7191907612911357227.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7191907612911357227.mp4,./tiktok_data/audio_conv/v_7191907612911357227.npy," Wait, wait, wait, wait, wait, wait, wait. What? What? What?","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7191947665544891690.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7191947665544891690.mp4,./tiktok_data/audio_conv/v_7191947665544891690.npy," Get rid of this old style of me. You sat me down last night and you told me that it's over, done decision. And I don't wanna feel how my heart is ripping. In fact, I don't wanna feel so I stick to sipping. And I'm out on the town with a simple mission. In my little black dress and this shit is sinning. Just a heart broke bitch, high heels, six inch. In the back of the nightclub sipping champagne. I don't trust any of these bitches I'm with. In the back of the taxi, sniffing cocaine. Drunk calls, drunk texts, drunk tears, drunk sex. I was looking for a man who was on the same page. I don't like it so heads and upticks will go in.","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",4,"[0.0, 0.0, 0.0, 1.0, 0.0]"
v_7192201049128668458.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7192201049128668458.mp4,./tiktok_data/audio_conv/v_7192201049128668458.npy," How the fuck did you pull up to the motherfucking party and forget the perks? Perk 10, I just popped a perk 10. Perk 30, I just popped a perk 30. Perk 60, I just popped a...","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7192252926243425579.mp4,2,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7192252926243425579.mp4,./tiktok_data/audio_conv/v_7192252926243425579.npy," I can't share what this lip is yet, but it is divine. Rare Beauty, the liquid blush in the shade Happy. We're just happy that this takes, like, none and goes so far. Kylie Cosmetics, the powder blush in the shade Pink Power. And I love to take that just right there. Maybe a little up on the brow and a little inside the nose and a little there just to make everything cohesive. The more areas you have blush on your face or bronzer, the more natural it's going to look.","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7192393947036126510.mp4,1,"[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]",./tiktok_data/video/v_7192393947036126510.mp4,./tiktok_data/audio_conv/v_7192393947036126510.npy, POV you're a morning gym girly who was forced to do be an evening gym girly for the day but the parking lot is full your part four aisles away from the gym entrance and you're afraid to go in because there's too many people here there's too many people here in this hip thrust day I gotta set up the hip thrust in front of all these people the stress I feel inside right now but we're gonna get out of the car and we're gonna go in because the faster we go in the faster you can go out y'all y'all evening gym girlies kudos to you because I can't with this for real I can't,"[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7192400954782731526.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7192400954782731526.mp4,./tiktok_data/audio_conv/v_7192400954782731526.npy, Excuse me? Do you speak English? I'm a street photographer and I'd love to take some photos of you.,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7192676141457476910.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7192676141457476910.mp4,./tiktok_data/audio_conv/v_7192676141457476910.npy, Ah Ah,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7192962396695104810.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7192962396695104810.mp4,./tiktok_data/audio_conv/v_7192962396695104810.npy," Where she go, I'll never know, her friends bounce too I guess it's their loss, but they'll never know what we'll amount to How would you be my light, be my yellow? P-Y-T, walking down Port Bella, put a smile on his face At the end of the day, M-D-M-I-L-L-A","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7193036691026955566.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7193036691026955566.mp4,./tiktok_data/audio_conv/v_7193036691026955566.npy," Make a Valentine's Day gift basket with me. I will have all of these goodies linked in my stories. First, we had to add some kisses, a book, and some hair accessories. Since my little loves fidgets, I got her this one. I got this cute Valentine's Day romper from Elemental Threads Company. We are obsessed with this kitty zoom camera. And of course, we had to get a Squishmallow. What do you get your kids for Valentine's Day?","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7193199007999511854.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7193199007999511854.mp4,./tiktok_data/audio_conv/v_7193199007999511854.npy," Most people aren't obsessed with their goals because they don't believe they're worthy of them. It's easy to dream about what you want. But in between where you are and what you want, there's a tremendous amount of stuff you've got to change. Success is not how far you got. Because see, you're going to be disappointed all the time. Because somebody always further than you. So now you'll forever be disappointed. Success ain't how far you got. Success is how far you got from where you started. That's your success.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1,"[1.0, 0.0, 0.0, 0.0, 0.0]"
v_7193374267994672426.mp4,4,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",./tiktok_data/video/v_7193374267994672426.mp4,./tiktok_data/audio_conv/v_7193374267994672426.npy," Your entire life can really change in a year. You just have to love yourself enough to know you deserve more, be brave enough to demand more, and be disciplined enough to actually work for more.","[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",5,"[0.0, 0.0, 0.0, 0.0, 1.0]"
v_7193804522064596267.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7193804522064596267.mp4,./tiktok_data/audio_conv/v_7193804522064596267.npy," Okay, I've actually only had this in for like two and a half hours, but we're about to go to Boulder and eat. So I'm going to take it out. Okay, good so far. I'm going to do that like they do where it's like... Dude. Okay. So I'm going to go style my bangs. Wow, this worked really... well. Ten out of ten. Finished product. Like a blowout. So bouncy. Wow. This is it.","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7194076738954186030.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7194076738954186030.mp4,./tiktok_data/audio_conv/v_7194076738954186030.npy, Thank you.,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",3,"[0.0, 0.0, 1.0, 0.0, 0.0]"
v_7194251130459655467.mp4,5,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",./tiktok_data/video/v_7194251130459655467.mp4,./tiktok_data/audio_conv/v_7194251130459655467.npy," might just make a ball of the week. Once again, mostly ingredients from Trader Joe's. Pretty great.","[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",2,"[0.0, 1.0, 0.0, 0.0, 0.0]"
